Link,Company,Title,Location,summary
https://www.jobkorea.co.kr/Recruit/GI_Read/40290266,㈜메디펠라 Medi-fella,"[Seoul] Medi-Fella, Hiring a new crew of Overseas sales",서울,"무역업, 상사, 영어"
https://www.jobkorea.co.kr/Recruit/GI_Read/40721704,㈜ABB코리아,[ABB 코리아] 각 부문 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40502338,㈜원세미콘,[반도체 IC 칩] 2022년 반도체 마케팅분야 채용공고 (경력),경기,"반도체, 반도체, 연구원, 전기·전자, 회로설계, R&D"
https://www.jobkorea.co.kr/Recruit/GI_Read/40713978,SMC 엔지니어링㈜,[경기 이천/충북 청주 SK하이닉스] 반도체 장비 4조 3교대 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40889341,㈜디에이피,(주)디에이피 안성공장 2023년 상반기 채용(기숙사 있음),,
https://www.jobkorea.co.kr/Recruit/GI_Read/40400031,재단법인 한국세계자연기금,[WWF-Korea] Admin Junior Officer 채용,서울,"재단법인, NGO, 관리, 문서관리, 비품관리, 총무, 문서작성, 사무보조, 경영지원"
https://www.jobkorea.co.kr/Recruit/GI_Read/40357967,특허법인아이피에스,[특허법인 IPS] 전자/바이오/화학 특허 변리사 모집,서울,"특허사무소, 특허업무, 변리사, 특허출원"
https://www.jobkorea.co.kr/Recruit/GI_Read/40873755,디엘건설 주식회사,[DL건설] 분야별 경력사원 모집 (자재구매/기획/홍보/송무/안전관리/환경관리),,
https://www.jobkorea.co.kr/Recruit/GI_Read/40861512,이노시스㈜,이노시스㈜ 2023년 1분기 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40500411,벤처블릭코리아,High Net Worth Client Relationship Manager,서울,인터넷금융
https://www.jobkorea.co.kr/Recruit/GI_Read/40848984,㈜와이지-원,(인천/부평/서운공장) 생산본부 각 분야 기능직 정규직 사원 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40857798,서울특별시학교안전공제회,일반직(8급) 경력직원 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40356881,슐저지티씨테크놀로지코리아㈜,[외국계] 화공플랜트 기술영업 엔지니어 채용,서울,"석유화학, 정유, 화공, 화학, 국내영업, 기술영업, 법인영업, 일반영업, 기술영업, 법인영업, 화학"
https://www.jobkorea.co.kr/Recruit/GI_Read/40785330,서울대학교 캠퍼스타운 사업단,서울대학교 캠퍼스타운사업단 직원(일반행정) 채용 공고(기간제 계약직),,
https://www.jobkorea.co.kr/Recruit/GI_Read/40353146,업템포글로벌,[초고속 성장 기업]에 탑승할 IT 개발팀 PM/PL을 모집합니다.,서울,"IT컨설팅, 사용자평가, 스토리보드, 정보설계, 제안·컨설팅, PM"
https://www.jobkorea.co.kr/Recruit/GI_Read/40316572,㈜펜타메딕스,바이오 사업개발 경력직 채용,경기,"바이오, 의약, 제약, 바이오"
https://www.jobkorea.co.kr/Recruit/GI_Read/40807439,㈜우양,각 부문별 정규직 사원 모집 - (산업안전보건/생산관리/생산OP/물류지원/물류/공무/환경관리부),,
https://www.jobkorea.co.kr/Recruit/GI_Read/40331173,더블유앤피 파마써티컬 W&P Phar,외국계기업 화장품 원료 수출입 무역 담당자 - Strategic Sourcing Manager,서울,"화장품, 바이어개발, 바이어관리, 수출입계약, 영어, 해외영업, 무역, 무역사무, 수출입무역, 오더관리, 바이오, 제약, 의약품"
https://www.jobkorea.co.kr/Recruit/GI_Read/40434279,프린서펄원코리아 유한회사,AV & IT SI Sales Manager,서울,"솔루션, 유지보수, 펌웨어, 하드웨어, DSP, 소프트웨어"
https://www.jobkorea.co.kr/Recruit/GI_Read/40406797,㈜식파마,Senior React.js Front-end / Node.js Back-end Developer,서울,"JavaScript, NODE.JS, react.js, 모바일, 모바일App"
https://www.jobkorea.co.kr/Recruit/GI_Read/40568020,HIOSSEN,CAD/CAM 덴탈 디자이너,미국,"건강, 바이오, 보건, 위생, 의료기기, 기능직"
https://www.jobkorea.co.kr/Recruit/GI_Read/40479894,㈜니어스랩,[니어스랩] 해외사업 개발 매니저,서울 외,"항공, 무역일반, 바이어개발, 바이어관리, 해외마케팅, 해외영업"
https://www.jobkorea.co.kr/Recruit/GI_Read/40438273,빈트묄러앤횔셔아시아퍼시픽컴퍼니리미티드,서비스엔지니어 채용,서울 외,무역업
https://www.jobkorea.co.kr/Recruit/GI_Read/40572772,Webhelp Malaysia Sdn. Bhd.,Virtual Services Sales/Renewals Specialist (말레이시아 이전),아시아·중동,"해외영업, 아웃바운드TM, 회원관리, 고객상담, 고객응대, 고객지원, 인바운드TM, CS"
https://www.jobkorea.co.kr/Recruit/GI_Read/40286213,씨아이오프쇼어윈드코리아㈜,Financial Planning and Analysis (FP&A) Manager,서울,"에너지, 관리회계"
https://www.jobkorea.co.kr/Recruit/GI_Read/40894175,파이낸셜데이타시스템,2023년 파이낸셜데이타시스템 금융IT 신입/경력자 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40887364,외국계 기업,외국계 바이오산업 장비 제조사 Sales Manager 채용,경기,"바이오, 생명공학, 제약, 기술영업, 거래선개발관리, 거래처관리, 영업관리, 영업기획, 영업지원"
https://www.jobkorea.co.kr/Recruit/GI_Read/40887357,외국계 기업,독일계 제빵장비 Fritsch Sales Manager 채용,경기,"기계, 기계설비, 메카트로닉스, 자동화설비, 포장기계, 국내영업, 기술영업"
https://www.jobkorea.co.kr/Recruit/GI_Read/40890102,㈜그린카,2023년 각 부문 신입/경력 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40937931,대기업 계열사·자회사,화학 분야 사업개발 신규사업 과장-차장 석유화학 회사 11111,서울,"석유화학, 에너지, 정유, 사업기획, 신규사업·BD"
https://www.jobkorea.co.kr/Recruit/GI_Read/40887272,㈜파괴연구소,카카오계열 : 파괴연구소 우린 에어팟 끼고 일해요,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40880365,외국계 기업,글로벌 FMCG기업 Trade Marketing Category Manager,서울,"생활용품, 마케팅, 시장분석, 업무제휴, 프로모션"
https://www.jobkorea.co.kr/Recruit/GI_Read/40866342,현대엔지비㈜,현대엔지비㈜ 신입/경력 정규직 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40926665,외국계 기업,[글로벌소재과학기업] SCM/Planner 채용 (사원/대리급),충북,"화학, 자재관리, 자재통합, 재고관리, SCM, 생산관리, 자재관리"
https://www.jobkorea.co.kr/Recruit/GI_Read/40888651,현대자동차㈜,현대자동차 CSO 경력 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40883495,삼진제약㈜,2023년 상반기 부문별 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40926631,중견기업(300명이상),[중견기업] 제조회사 : 외자구매(주임-대리급),충남,"전자, 외자구매"
https://www.jobkorea.co.kr/Recruit/GI_Read/40889152,콘티넨탈 코리아,콘티넨탈 코리아 23년 1분기 수시채용(신입/경력),,
https://www.jobkorea.co.kr/Recruit/GI_Read/40869645,대기업,[매출 10조 대기업] 2차전지 신소재 사업개발 (4년 이상),서울,"대기업전략기획, 전구체, 전해동박, 신소재사업개발, 배터리소재신사업개발, 페배터리 리사이클, 건설자재, 건축자재, 금속, 금속가공, 금속재료, 기획, 사업기획, 신규사업·BD, 전략, 신소재, M&A"
https://www.jobkorea.co.kr/Recruit/GI_Read/40886019,한국닛또덴꼬㈜,[일본계 기업] 2023년 신입사원 공개 채용 (기술영업 / 인사총무),,
https://www.jobkorea.co.kr/Recruit/GI_Read/40921627,외국계 기업,한국진출 웹툰 한국지사 COO(Head of Operation),서울,"인터넷만화, 컨텐츠, 사업기획, 신규사업·BD, 조직관리, COO, 웹기획, 제안·컨설팅, 웹마케팅"
https://www.jobkorea.co.kr/Recruit/GI_Read/40888312,㈜케이지이니시스,[KG이니시스] 총무직 신입 및 경력직 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40876695,산업용고무 및 화학소재 지주회사,전략기획 신규사업 타당성검토(과차장급),서울,"유기합성, 화학, 기획조사, 사업기획, 사업제휴, 전략, 타당성분석"
https://www.jobkorea.co.kr/Recruit/GI_Read/40829396,계룡건설산업㈜,2023년 계룡건설 신입/경력 공개채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40902226,중견기업(300명이상),긴급 [글로벌 화장품] Product Manager(대리-과장급),서울,"마케팅PM, 화장품, 마케팅"
https://www.jobkorea.co.kr/Recruit/GI_Read/40877398,중견기업(300명이상),05. BD팀 재무분석/신사업 [바이오코스메틱],서울,"전략, 타당성분석"
https://www.jobkorea.co.kr/Recruit/GI_Read/40905456,중소기업(300명이하),[IT/고객지원] Senior Support Account Manager - 2,서울,"IT컨설팅, 고객지원"
https://www.jobkorea.co.kr/Recruit/GI_Read/40916473,외국계 기업,Logistics Master Scheduler - 외국계 유명 자동차부품사,경기,"자동차부품, 구매관리, 물류관리, 외자구매, 자재구매, 자재구매기획"
https://www.jobkorea.co.kr/Recruit/GI_Read/40892089,외국계 기업,구매 - 대리과장급 [외국계-경기 안양],경기,"연구소, 조사분석, 구매관리, 외자구매, 외주관리, 자재구매기획, SCM"
https://www.jobkorea.co.kr/Recruit/GI_Read/40906414,*****************,[부품 외자구매]코스피 상장 기업,서울 외,"전자, 외자구매, 외자구매"
https://www.jobkorea.co.kr/Recruit/GI_Read/40894727,외국계 기업,05. Treasury Professional [유명 외국계 금융사],서울,"보험영업, 생명보험, 손해보험, 손해사정, 경영기획"
https://www.jobkorea.co.kr/Recruit/GI_Read/40889906,외국계 기업,7. 금융사 Digitial Marketing 경력자,서울,"생명보험, 손해보험, 마케팅"
https://www.jobkorea.co.kr/Recruit/GI_Read/40914072,대기업,06. Digital Partnership Account Manager [외국계 금융사],서울,"마케팅기획, 업무제휴"
https://www.jobkorea.co.kr/Recruit/GI_Read/40913607,외국계 기업,[외국계] 구매 경력자,경기,"밸브, 구매관리"
https://www.jobkorea.co.kr/Recruit/GI_Read/40899362,중소기업(300명이하),[IT/고객지원] Senior Support Account Manager - 1,서울,"IT컨설팅, 고객지원"
https://www.jobkorea.co.kr/Recruit/GI_Read/40861512,이노시스㈜,이노시스㈜ 2023년 1분기 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40831531,헤레우스코리아,헤레우스 코리아 Head of HEP Korea Sales 경력사원 채용,경기,"정밀광학, 국내영업, 영업관리, 영업기획"
https://www.jobkorea.co.kr/Recruit/GI_Read/40825416,외국계 기업,Retail Excellence Director-외국계 High-End 주얼리 명품 회사,서울,"패션, 매출관리, 영업관리, 영업기획"
https://www.jobkorea.co.kr/Recruit/GI_Read/40864981,대기업 계열사·자회사,"[제약] 사업개발, BD (팀장, 팀원 각각)",서울 외,"제약 BD, 제약 사업개발, 제약 신약개발, 의약, 제약, 의료, 제약, 의약품"
https://www.jobkorea.co.kr/Recruit/GI_Read/40801850,중소기업(300명이하),[리테일/회계] FP&A Specialist,서울,"회계, 회계"
https://www.jobkorea.co.kr/Recruit/GI_Read/40784415,..,[외국계소비재기업] Brand Manager (대리-과장),서울,"소비재, BM"
https://www.jobkorea.co.kr/Recruit/GI_Read/40825147,외국계 기업,[리테일/마케팅] Brand Manager,서울,"소비재, 마케팅, 브랜딩"
https://www.jobkorea.co.kr/Recruit/GI_Read/40863880,외국계 기업,하이엔드 럭셔리 브랜드 - Retail Manager,서울,"소비재, 경영기획, 기획, 사업기획, 조직관리, 가맹점관리, 고객관리, 대리점관리"
https://www.jobkorea.co.kr/Recruit/GI_Read/40828940,㈜비에이치,2023년 BH그룹 신입사원 공개채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40824590,외국계 기업,Account Manager(대리/과장급)-외국계 유통그룹,서울,"물류, 세무, 회계, 감사, 재무회계"
https://www.jobkorea.co.kr/Recruit/GI_Read/40863311,외국계 기업,21. FP&A Specialist [유명 명품사],서울,"서치펌, 헤드헌팅, 경영기획, 재무"
https://www.jobkorea.co.kr/Recruit/GI_Read/40888651,현대자동차㈜,현대자동차 CSO 경력 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40881024,삼성엔지니어링,[삼성엔지니어링] 23년 1월 분야별 PJT계약직 경력채용 공고(사업/설계/시공/안전보건/현장관리),,
https://www.jobkorea.co.kr/Recruit/GI_Read/40824152,외국계 기업,하이엔드 럭셔리 브랜드 - Senior Digital Specialist,서울,"유통, 시스템프로그래머, 쇼핑몰, 웹사이트운영, Helpdesk"
https://www.jobkorea.co.kr/Recruit/GI_Read/40859056,외국계 기업,외국계 기업 반도체 및 2차전지 유기화학물 Sales Head 포지션 오픈,서울,"유기합성, 화학, 기술영업"
https://www.jobkorea.co.kr/Recruit/GI_Read/40883710,㈜JYP엔터테인먼트,2023년 1분기 JYP엔터테인먼트 공개 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40838413,쿠팡 주식회사,전국 플렉스 어시스턴트(현장 운영/관리) 대규모 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40890044,㈜블루버드,각 부문 채용(해외영업/국내영업/Vertical 영업/마케팅/구매/MES/자재관리/외주생산관리),,
https://www.jobkorea.co.kr/Recruit/GI_Read/40822008,중소기업(300명이하),[바이오/영업] Territory Sales Supervisor,서울,"의료기기, 장비영업, 제약영업"
https://www.jobkorea.co.kr/Recruit/GI_Read/40859046,대기업,대기업 영국법인 경영기획 / 재무관리 과장말 부장급,유럽,"물류비, 영국, 유럽, 해외법인, Accounting, Finance, 광고기획, 광고대행, 광고제작, 프로모션대행, 홍보대행, 경영기획, 관리회계, 예산관리, 원가, 원가회계, 회계, 결산, 재무, 재무기획, 재무회계"
https://www.jobkorea.co.kr/Recruit/GI_Read/40818342,외국계 기업,외국계 글로벌 통신기업에서 Sr.Enterprise Sales(B2B) 채용,서울,"영업, 인터넷전화, 텔레콤, 통신, IDC, IMT2000, 기술영업"
https://www.jobkorea.co.kr/Recruit/GI_Read/40562855,캐롯손해보험㈜,부문별 경력/신입 대규모 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40802235,외국계 기업,06. FP&A Specialist [유명 명품사],서울,"서치펌, 헤드헌팅, 경영기획, 재무"
https://www.jobkorea.co.kr/Recruit/GI_Read/40805948,중소기업(300명이하),[의료기기/영업] Capital Territory Manager,부산,"의료기기, 의료기영업, 일반영업"
https://www.jobkorea.co.kr/Recruit/GI_Read/40573704,㈜에프비인터내셔널,"[연봉3,000-5,000/복지좋음] FB인터내셔널 각분야 모집공고(생산관리/인사회계/제품기획/디자인/온라인판매관리)",,
https://www.jobkorea.co.kr/Recruit/GI_Read/40850674,중소기업(300명이하),[IT/고객지원] Senior Support Account Manager,서울,"IT컨설팅, 고객지원"
https://www.jobkorea.co.kr/Recruit/GI_Read/40821794,중소기업(300명이하),[코스메틱] Influencer marketing Executive,서울,"화장품, 마케팅, 소셜미디어"
https://www.jobkorea.co.kr/Recruit/GI_Read/40821798,중소기업(300명이하),[코스메틱] Category Manager,서울,"화장품, 리테일MD, 상품기획"
https://www.jobkorea.co.kr/Recruit/GI_Read/40819663,에스디바이오센서㈜,2022년 하반기 공개채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40843470,외국계 기업,유명 외국계 반도체 PE Hardware Assisted Verification,경기,"UVM, 반도체, 회로설계, ASIC, IC설계, SoC, 펌웨어, 하드웨어, FPGA, 소프트웨어, 반도체, 연구원, 전기·전자, 정보통신·IT, 회로설계, 설계엔지니어, 회로설계, ASIC, Digital, FPGA"
https://www.jobkorea.co.kr/Recruit/GI_Read/40893413,에스엠상선㈜건설부문,"SM그룹 건설부문 인력 채용 (건축,토목,기계,사업,농장관리,안전)",,
https://www.jobkorea.co.kr/Recruit/GI_Read/40370250,토모스포츠,TOMO FOOTBALL CLUB에서 축구 지도자를 수시 채용합니다.,서울,"레저, 레포츠, 생활체육, 스포츠, 스포츠센터, 생활체육, 스포츠, 스포츠강사, 체육"
https://www.jobkorea.co.kr/Recruit/GI_Read/40143678,㈜메디펠라 Medi-fella,[서울] 메디펠라 영업지원팀 신입/경력사원 모집,서울,"무역업, 상사, 매출관리, 영업지원"
https://www.jobkorea.co.kr/Recruit/GI_Read/40000166,업템포마케터즈,`초고속 성장하고 있는 기업`의 로켓에 탑승할 IT 개발 사업 팀원 모집합니다.,서울,"웹에이전시, 웹기획, PM, UI·UX디자인"
https://www.jobkorea.co.kr/Recruit/GI_Read/40927858,㈜차케어스,(주)차케어스 본사 인사총무팀 Payroll 담당 팀원 모집,경기,"소프트웨어개발, 급여관리, 인사, 임금관리, HRM"
https://www.jobkorea.co.kr/Recruit/GI_Read/40944424,대기업,국내금융사 - CSS 관련 데이터 분석 채용,서울,"CSS, 데이터 분석, 핀테크, My Data, CSS모형 개발, ML/AI 모형, EMINER등 통계분석 tool, Model builder, 여신, 종합금융, Python, 인공지능(AI), 머신러닝(ML), R, 데이터분석, 대출심사"
https://www.jobkorea.co.kr/Recruit/GI_Read/40270010,9oz(나인온스) 씨엔에스 컴퍼니,3040쇼핑몰 피팅 모델 구합니다..(Fitting Model),부산,"쇼핑몰, 피팅모델"
https://www.jobkorea.co.kr/Recruit/GI_Read/40939066,대기업,20. Digital Partnership Account Manager[외국계 보험사],서울,보험영업
https://www.jobkorea.co.kr/Recruit/GI_Read/40897261,카사이트테크놀로지스코리아㈜,키사이트테크놀로지스코리아-기술영업,서울,"전기기술, 하드웨어"
https://www.jobkorea.co.kr/Recruit/GI_Read/40256243,유한회사 클룩트래블테크놀러지,"Associate Manager, Partnership and Affiliates 채용",서울,"상품기획, 소셜커머스, 전자상거래, B2B, B2C"
https://www.jobkorea.co.kr/Recruit/GI_Read/40659778,펜탁스 메디칼 싱가포르 유한회사(영업소),[PENTAX] 외국계 - 의료기기 내시경 영업직 채용 (부산),부산 외,"대학병원, 병원, 상급종합병원, 종합병원, 기술영업, 의료기영업, 일반영업"
https://www.jobkorea.co.kr/Recruit/GI_Read/40216879,트랜스퍼펙트코리아,Language Researcher / Data Analyst - Korean,아시아·중동,"BigData, QA, 인공지능(AI), 빅데이터, 데이터분석"
https://www.jobkorea.co.kr/Recruit/GI_Read/40639774,카사이트테크놀로지스코리아㈜,키사이트테크놀로지스코리아-기술영업 (Account Manager),서울,"전기기술, 하드웨어"
https://www.jobkorea.co.kr/Recruit/GI_Read/40732177,엑셀리스코리아㈜,[미국계 반도체] 엑셀리스코리아(주) Sales Engineer 채용,경기 외,"반도체장비, 국내영업, 기술영업, 해외영업, 기술영업, 장비영업"
https://www.jobkorea.co.kr/Recruit/GI_Read/40938891,대기업,17. Digital Partnership Account Manager [외국계 금융사],서울,"마케팅기획, 업무제휴"
https://www.jobkorea.co.kr/Recruit/GI_Read/40163205,에이에스엠케이㈜,외국계 반도체 장비사 Senior Manager Account Management,경기,"반도체, 반도체생산, 반도체장비, 법인영업"
https://www.jobkorea.co.kr/Recruit/GI_Read/40245236,Prestige BioPharma Ltd,Accountant / Assistant Finance Manager,아시아·중동,"세무, 재무, 재무기획, 재무회계, CFO"
https://www.jobkorea.co.kr/Recruit/GI_Read/40797436,토모스포츠,서울 동대문구 토모 FC에서 축구 지도자를 채용합니다.,서울,"레저, 레포츠, 생활체육, 스포츠, 스포츠센터, 생활체육, 스포츠, 스포츠강사, 체육"
https://www.jobkorea.co.kr/Recruit/GI_Read/40146611,㈜두원전자,각 부문별 신입 및 경력모집,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40774783,써브웨이 코리아,써브웨이 코리아 Maketing Manager 경력직 채용,서울,"메뉴개발, 메뉴기획, 식품, 음식료, 프랜차이즈, 광고기획, 국제회의, 라이센싱, 마케팅, 마케팅기획, 바이럴마케팅, 브랜딩, 소셜미디어, 시장분석, 업무제휴, 키워드광고, 판촉, 퍼블리싱, 프로모션, AE, CMO, CRM, IMC, BM, 광고관리, 브랜드, 사보기자, 사보제작, 언론홍보, 이벤트, 프로모션, 홍보, 홍보기획, PR, SNS운영, 바이럴마케팅, 소셜마케팅, 온라인마케팅, 웹광고기획, 웹마케팅, 웹프로모션, 키워드광고"
https://www.jobkorea.co.kr/Recruit/GI_Read/40236995,베스타스코리아윈드테크놀러지,Sales Manager Offshore(32365),서울,"환경, 기술영업, 장비영업"
https://www.jobkorea.co.kr/Recruit/GI_Read/40827274,동광제약,2023년 동광제약 1분기 신입 및 경력사원 채용공고,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40852833,스톤아일랜드코리아㈜,스톤아일랜드코리아㈜ STORE/OFFICE 각 부문별 경력/신입 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40890458,현대자동차㈜,현대자동차 제조솔루션본부 경력 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40562855,캐롯손해보험㈜,부문별 경력/신입 대규모 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40937991,메르세데스 벤츠 파이낸셜서비스 코리아,[벤츠파이낸셜코리아] Server and DB management Specialist,서울,"서치펌, 헤드헌팅, 데이터베이스, 서버관리자, 서버구축, Linux, Windows"
https://www.jobkorea.co.kr/Recruit/GI_Read/40718988,㈜넌럭셔리어스컴퍼니,[파파이스 코리아] 매장관리자 채용(신입/경력/정규직),,
https://www.jobkorea.co.kr/Recruit/GI_Read/40856839,코오롱그룹,2023년 코오롱그룹 1월 정기공채,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40802121,천일식품㈜,2023년 상반기 공채 모집요강,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40868071,㈜유피케미칼,(주)유피케미칼 신입/경력 공개채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40835518,KB캐피탈㈜,KB캐피탈 신입사원 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40934640,줄리컬리지잇 어학원,"어학원 중고등내신,영유아 전문 파트별 강사진 채용",경기,"어학원, 영어학원, 학원강사, 영어, 영어강사, TOEFL, TOEIC, 원어민강사"
https://www.jobkorea.co.kr/Recruit/GI_Read/40915406,조이앤피플,[제조업]전략적인 분석가 채용,부산,"소비재, 시장분석"
https://www.jobkorea.co.kr/Recruit/GI_Read/40675113,네슬레코리아 유한책임회사,네스프레소코리아 SOHO Manager,서울,"eCommerce, Product Manager, 마케팅"
https://www.jobkorea.co.kr/Recruit/GI_Read/40807439,㈜우양,각 부문별 정규직 사원 모집 - (산업안전보건/생산관리/생산OP/물류지원/물류/공무/환경관리부),,
https://www.jobkorea.co.kr/Recruit/GI_Read/40768265,㈜한국생활건강,2023년 상반기 각 부문 신입/경력사원 모집,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40888156,한국주택금융공사,2023년도 상반기 체험형인턴 등 채용공고,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40606060,존슨앤드존슨,[존슨앤드존슨 서지컬 비전] General Administrator & Executive Secretary,서울,"의료기기, 사무행정, 총무, 비서, 임원비서, 전문비서"
https://www.jobkorea.co.kr/Recruit/GI_Read/40920234,존슨콘트롤즈인터내셔널코리아㈜,[존슨콘트롤즈] Business Development Manager,경기,"소방, 소방, 소방감리, 소방설비, 소방·방재, 소방"
https://www.jobkorea.co.kr/Recruit/GI_Read/40803547,㈜펫박스,[(주)펫박스] 23년 각 분야 인재 채용 (온라인MD/마케터/CS/영업/회계/개발자/사업개발),,
https://www.jobkorea.co.kr/Recruit/GI_Read/40533366,존슨콘트롤즈인터내셔널코리아㈜,BMS Service Sales Engineer / 자동제어 시스템 기술영업 세일즈 엔지니어,서울,"기술영업, 소방, 기술영업, 기술영업, 공조냉동, 기계설비, 전기설비, 에어콘, 열관리"
https://www.jobkorea.co.kr/Recruit/GI_Read/40898801,와드인터내셔널,America e-commerce expert (Preferred English native speaker),서울,"B2B, B2C, 이커머스, E Commerce, SNS Marketing, 영어, 해외마케팅, 온라인MD, MD, 소셜마케팅"
https://www.jobkorea.co.kr/Recruit/GI_Read/40869186,㈜모스트애드,[광고대행사] 사무보조 직원모집,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40497545,Atlas Copco Korea㈜,[스웨덴계 산업용장비] 세일즈 엔지니어 정규직 채용 (용인),경기,"기술영업, 일반영업, 고객관리, 영업관리"
https://www.jobkorea.co.kr/Recruit/GI_Read/40838415,쿠팡 주식회사,쿠팡친구(쿠팡맨)채용 (월400가능/주5일/연차15일/배달/배송),,
https://www.jobkorea.co.kr/Recruit/GI_Read/40898777,㈜인터파크씨엔이,[Interpark C&E] - English Teacher,서울,영어강사
https://www.jobkorea.co.kr/Recruit/GI_Read/40901022,유니티테크놀로지스코리아(유),"[유니티 코리아] Senior Developer Support Engineer, Unity Engine",서울,"소프트웨어개발, 소프트웨어"
https://www.jobkorea.co.kr/Recruit/GI_Read/40874474,㈜피씨디렉트,"2023년 상반기 피씨디렉트 각 부문 채용(회계/사무, 마케팅, 기술지원)",,
https://www.jobkorea.co.kr/Recruit/GI_Read/40416485,아데코코리아,[외국계/화성] Plant Controller,경기,"서치펌, 헤드헌팅"
https://www.jobkorea.co.kr/Recruit/GI_Read/40892045,㈜키위바인,[카카오 자회사] 경영지원팀 정규직 채용(인사/재무/총무),,
https://www.jobkorea.co.kr/Recruit/GI_Read/40868722,현대오토에버㈜,2023년 1분기 현대오토에버 신입/경력사원 대규모 채용,,
https://www.jobkorea.co.kr/Recruit/GI_Read/40920024,스파이럴미디어,[경력] 글로벌 SA/DA 광고 AE-팀장급 채용,서울,"온라인광고, 퍼포먼스마케팅, YouTube 광고, GDN 광고, 광고대행"
https://www.jobkorea.co.kr/Recruit/GI_Read/40901234,쌤소나이트 코리아,쌤소나이트 코리아(주) Accountant(대리-과장) 채용,서울,"관리회계, 회계"
https://www.jobkorea.co.kr/Recruit/GI_Read/40945146,다니스코뉴트리션앤드바이오싸이언스코리아,Customer Care,서울,"건강식품, 식품가공"
https://www.jobkorea.co.kr/Recruit/GI_Read/40566197,어플라이드 머티어리얼즈 코리아,eBeam Physicist for R&D Extension (신입-경력)채용,경기,"반도체, R&D"
https://www.jobkorea.co.kr/Recruit/GI_Read/40186165,한국아이큐비아㈜,Clinical Research - Translator (경력직),서울,"바이오, 생명공학, 제약, 번역"
https://www.jobkorea.co.kr/Recruit/GI_Read/40944898,하만커넥티드서비시즈인크,하만커넥티드서비시즈인크 - Client Success and Support Engineer,경기,"반도체, ASIC, 네트워크관리, 네트워크엔지니어, 방화벽, Cisco"
https://www.jobkorea.co.kr/Recruit/GI_Read/40203248,지멘스㈜,Sales Manager - Vertical Pharmaceutical industry,서울,기술영업
https://www.jobkorea.co.kr/Recruit/GI_Read/40947230,한국필립모리스㈜,[한국필립모리스] Manager Consumer Programs,서울,"시장분석, 프로모션, BM"
